superevent_id,preferred_event,t_0,pipeline,search,group,far,skymap
S250922cd,G601515,1442582733.34668,spiir,AllSky,CBC,3.858359832520364e-06,./skymaps/G601515_skymap.fits
S250922bz,G601511,1442582539.901367,gstlal,AllSky,CBC,1.126859845039268e-05,./skymaps/G601511_skymap.fits
S250922bj,G601475,1442574115.91748,pycbc,AllSky,CBC,1.003605224656542e-05,./skymaps/G601475_skymap.fits
S250922a,G601330,1442536864.254485,MBTA,AllSky,CBC,1.930434e-05,./skymaps/G601330_skymap.fits
S250921bn,G601320,1442531384.59436,gstlal,AllSky,CBC,1.067683533880217e-05,./skymaps/G601320_skymap.fits
S250921ag,G601209,1442495883.852108,MBTA,AllSky,CBC,6.64242e-06,./skymaps/G601209_skymap.fits
S250921p,G601149,1442482487.080078,gstlal,AllSky,CBC,7.572660840905065e-06,./skymaps/G601149_skymap.fits
S250920do,G601065,1442433391.500841,gstlal,AllSky,CBC,2.139491466368216e-05,./skymaps/G601065_skymap.fits
S250920df,G601044,1442426717.303223,pycbc,AllSky,CBC,1.741485028607247e-05,./skymaps/G601044_skymap.fits
S250920ce,G600968,1442406236.671875,pycbc,AllSky,CBC,5.917925897064187e-06,./skymaps/G600968_skymap.fits
S250920bq,G600934,1442399277.062988,spiir,AllSky,CBC,6.315164569059561e-08,./skymaps/G600934_skymap.fits
S250920av,G600869,1442384241.271484,pycbc,AllSky,CBC,7.409523234176816e-06,./skymaps/G600869_skymap.fits
S250920r,G600804,1442367564.562744,gstlal,AllSky,CBC,2.272957941431096e-05,./skymaps/G600804_skymap.fits
S250919cf,G600738,1442358266.597656,aframe,AllSky,CBC,8.808187736822764e-06,./skymaps/G600738_skymap.fits
S250919o,G600565,1442290369.413574,pycbc,AllSky,CBC,6.723749559331022e-06,./skymaps/G600565_skymap.fits
S250918ca,G600441,1442232625.904175,gstlal,AllSky,CBC,2.126711922880114e-05,./skymaps/G600441_skymap.fits
S250918bk,G600405,1442223554.76123,spiir,AllSky,CBC,2.173829852836207e-05,./skymaps/G600405_skymap.fits
S250918bi,G600399,1442222758.506658,gstlal,AllSky,CBC,2.246725328820783e-05,./skymaps/G600399_skymap.fits
S250918aw,G600370,1442217853.156738,spiir,AllSky,CBC,1.691778197709937e-05,./skymaps/G600370_skymap.fits
S250918u,G600306,1442203217.862305,pycbc,AllSky,CBC,7.869767645054848e-06,./skymaps/G600306_skymap.fits
S250917aq,G600171,1442150532.400879,gstlal,AllSky,CBC,1.104166983548416e-13,./skymaps/G600171_skymap.fits
S250917ap,G600162,1442149342.71309,gstlal,AllSky,CBC,1.065126006101082e-06,./skymaps/G600162_skymap.fits
S250917ai,G600125,1442127723.376465,pycbc,AllSky,CBC,2.265078410092857e-05,./skymaps/G600125_skymap.fits
S250916m,G599959,1442031795.504395,pycbc,AllSky,CBC,1.815799163300748e-05,./skymaps/G599959_skymap.fits
S250916c,G599930,1442021691.47168,spiir,AllSky,CBC,6.944821052456973e-06,./skymaps/G599930_skymap.fits
S250913n,G599703,1441838086.699707,spiir,AllSky,CBC,1.483728556195274e-05,./skymaps/G599703_skymap.fits
S250913f,G599651,1441792563.932617,spiir,AllSky,CBC,8.808904567558784e-06,./skymaps/G599651_skymap.fits
S250913e,G599647,1441790659.584255,MBTA,AllSky,CBC,5.585354e-06,./skymaps/G599647_skymap.fits
S250912x,G599588,1441742675.571655,gstlal,AllSky,CBC,7.85244662472298e-08,./skymaps/G599588_skymap.fits
S250912s,G599573,1441736506.657227,spiir,AllSky,CBC,3.417643483771826e-06,./skymaps/G599573_skymap.fits
S250912j,G599517,1441701640.96582,spiir,AllSky,CBC,1.804774365155026e-05,./skymaps/G599517_skymap.fits
S250912h,G599509,1441696595.199712,MBTA,AllSky,CBC,2.01027e-05,./skymaps/G599509_skymap.fits
S250912f,G599503,1441694426.840088,gstlal,AllSky,CBC,2.873133719541769e-13,./skymaps/G599503_skymap.fits
S250912e,G599495,1441693393.940186,gstlal,AllSky,CBC,1.466283768615225e-05,./skymaps/G599495_skymap.fits
S250911dy,G599349,1441636433.376953,gstlal,AllSky,CBC,1.22083407745402e-05,./skymaps/G599349_skymap.fits
S250911dh,G599303,1441630465.446411,gstlal,AllSky,CBC,1.164934810241493e-05,./skymaps/G599303_skymap.fits
S250911df,G599296,1441630133.617782,MBTA,AllSky,CBC,5.125855e-06,./skymaps/G599296_skymap.fits
S250911dd,G599291,1441630086.845582,MBTA,AllSky,CBC,2.433467e-06,./skymaps/G599291_skymap.fits
S250911cv,G599267,1441627443.910645,spiir,AllSky,CBC,2.16898879443761e-05,./skymaps/G599267_skymap.fits
S250911by,G599219,1441622027.023804,gstlal,AllSky,CBC,7.81996130962426e-06,./skymaps/G599219_skymap.fits
S250911bx,G599211,1441621237.925725,MBTA,AllSky,CBC,2.271018e-05,./skymaps/G599211_skymap.fits
S250911br,G599198,1441620424.030532,MBTA,AllSky,CBC,1.262403e-06,./skymaps/G599198_skymap.fits
S250911bo,G599188,1441620050.583059,MBTA,AllSky,CBC,1.631322e-05,./skymaps/G599188_skymap.fits
S250911ac,G599109,1441612017.271973,pycbc,AllSky,CBC,6.018337100263316e-09,./skymaps/G599109_skymap.fits
S250911z,G599090,1441611330.059448,gstlal,AllSky,CBC,2.314606525249014e-05,./skymaps/G599090_skymap.fits
S250911t,G599080,1441610184.089731,MBTA,AllSky,CBC,7.870222e-06,./skymaps/G599080_skymap.fits
S250911k,G599057,1441607286.064784,MBTA,AllSky,CBC,9.25265e-06,./skymaps/G599057_skymap.fits
S250911b,G599023,1441584298.28125,gstlal,AllSky,CBC,1.544264443535152e-05,./skymaps/G599023_skymap.fits
S250910ct,G599007,1441578030.667337,MBTA,AllSky,CBC,1.984209e-05,./skymaps/G599007_skymap.fits
S250910cq,G598993,1441574903.469207,MBTA,AllSky,CBC,7.165345e-06,./skymaps/G598993_skymap.fits
S250910co,G598977,1441567486.227048,MBTA,AllSky,CBC,1.311931e-05,./skymaps/G598977_skymap.fits
S250910bd,G598885,1441539511.780471,MBTA,AllSky,CBC,5.772858e-06,./skymaps/G598885_skymap.fits
S250910ba,G598881,1441537660.243164,pycbc,AllSky,CBC,1.668283044192991e-05,./skymaps/G598881_skymap.fits
S250910r,G598771,1441508442.509766,pycbc,AllSky,CBC,1.034963928494756e-05,./skymaps/G598771_skymap.fits
S250910i,G598751,1441504034.794833,gstlal,AllSky,CBC,2.227577123748183e-05,./skymaps/G598751_skymap.fits
S250910b,G598727,1441498095.244627,pycbc,EarlyWarning,CBC,5.576763716878162e-08,./skymaps/G598727_skymap.fits
S250909an,G598696,1441493023.748312,MBTA,AllSky,CBC,4.939666e-06,./skymaps/G598696_skymap.fits
S250909ag,G598675,1441490768.727295,gstlal,AllSky,CBC,2.006968606864524e-05,./skymaps/G598675_skymap.fits
S250909af,G598673,1441490700.815918,pycbc,AllSky,CBC,5.978426022651044e-06,./skymaps/G598673_skymap.fits
S250909n,G598620,1441455765.753296,gstlal,AllSky,CBC,8.28974325274908e-06,./skymaps/G598620_skymap.fits
S250909g,G598583,1441424828.491699,pycbc,AllSky,CBC,1.371864104275812e-05,./skymaps/G598583_skymap.fits
S250909b,G598566,1441415777.623291,gstlal,AllSky,CBC,2.052679290967437e-05,./skymaps/G598566_skymap.fits
S250908y,G598520,1441377286.958374,gstlal,AllSky,CBC,1.149682119198412e-10,./skymaps/G598520_skymap.fits
S250908p,G598474,1441346815.842066,MBTA,AllSky,CBC,1.523188e-06,./skymaps/G598474_skymap.fits
S250908l,G598446,1441328375.010316,gstlal,AllSky,CBC,1.443541938634024e-05,./skymaps/G598446_skymap.fits
S250907ds,G598399,1441317697.404561,MBTA,AllSky,CBC,1.014475e-05,./skymaps/G598399_skymap.fits
S250907bt,G598275,1441269428.910824,MBTA,AllSky,CBC,1.273389e-05,./skymaps/G598275_skymap.fits
S250907af,G598193,1441251020.841096,gstlal,AllSky,CBC,1.788678630282267e-06,./skymaps/G598193_skymap.fits
S250907v,G598173,1441246539.741943,gstlal,AllSky,CBC,1.781796169185086e-05,./skymaps/G598173_skymap.fits
S250907r,G598161,1441246032.763302,MBTA,AllSky,CBC,1.969947e-05,./skymaps/G598161_skymap.fits
S250906dd,G598082,1441224613.420898,gstlal,AllSky,CBC,7.253162216190819e-06,./skymaps/G598082_skymap.fits
S250906ca,G597992,1441196657.098633,gstlal,AllSky,CBC,1.097020577430434e-13,./skymaps/G597992_skymap.fits
S250906ap,G597885,1441168678.924927,gstlal,AllSky,CBC,1.971558073055279e-05,./skymaps/G597885_skymap.fits
S250906aa,G597853,1441165012.678442,MBTA,AllSky,CBC,1.610759e-05,./skymaps/G597853_skymap.fits
S250906c,G597804,1441154315.057082,MBTA,AllSky,CBC,1.896518e-05,./skymaps/G597804_skymap.fits
S250905av,G597630,1441090721.997866,MBTA,AllSky,CBC,1.926574e-05,./skymaps/G597630_skymap.fits
S250905at,G597626,1441089749.164185,gstlal,AllSky,CBC,1.778560808581453e-05,./skymaps/G597626_skymap.fits
S250905h,G597536,1441071564.555664,pycbc,AllSky,CBC,5.810862847596344e-06,./skymaps/G597536_skymap.fits
S250905d,G597525,1441070723.544888,MBTA,AllSky,CBC,1.942468e-05,./skymaps/G597525_skymap.fits
S250904cv,G597451,1441029010.531738,pycbc,AllSky,CBC,3.167545842243851e-10,./skymaps/G597451_skymap.fits
S250904ck,G597416,1441023362.420166,gstlal,AllSky,CBC,2.075959175079346e-05,./skymaps/G597416_skymap.fits
S250904cf,G597404,1441021932.458618,gstlal,AllSky,CBC,1.01714639491941e-05,./skymaps/G597404_skymap.fits
S250904ce,G597394,1441021304.671875,aframe,AllSky,CBC,1.6862910832308175e-05,./skymaps/G597394_skymap.fits
S250904cb,G597388,1441020717.466797,pycbc,AllSky,CBC,3.656614920286302e-06,./skymaps/G597388_skymap.fits
S250904br,G597361,1441016546.021973,pycbc,AllSky,CBC,3.167545842243851e-10,./skymaps/G597361_skymap.fits
S250904ae,G597240,1440992005.66748,pycbc,AllSky,CBC,3.167545842243851e-10,./skymaps/G597240_skymap.fits
S250904p,G597190,1440986031.083984,pycbc,AllSky,CBC,2.210946997886208e-05,./skymaps/G597190_skymap.fits
S250904o,G597181,1440985231.369141,pycbc,AllSky,CBC,1.664513664640721e-05,./skymaps/G597181_skymap.fits
S250904m,G597173,1440984501.079468,gstlal,AllSky,CBC,1.934879143834027e-05,./skymaps/G597173_skymap.fits
S250903fo,G597108,1440972978.457397,gstlal,AllSky,CBC,5.461167915024307e-06,./skymaps/G597108_skymap.fits
S250903fk,G597094,1440968615.107741,gstlal,AllSky,CBC,2.061686929483708e-05,./skymaps/G597094_skymap.fits
S250903ff,G597085,1440965648.439941,pycbc,AllSky,CBC,1.915858427222771e-05,./skymaps/G597085_skymap.fits
S250903er,G597056,1440962316.915283,gstlal,AllSky,CBC,1.244146697803285e-05,./skymaps/G597056_skymap.fits
S250903ej,G597028,1440946019.906231,MBTA,AllSky,CBC,1.973293e-05,./skymaps/G597028_skymap.fits
S250903dz,G597008,1440942820.678101,gstlal,AllSky,CBC,1.596675681183053e-05,./skymaps/G597008_skymap.fits
S250903cv,G596935,1440923706.076832,MBTA,AllSky,CBC,1.68841e-05,./skymaps/G596935_skymap.fits
S250903ao,G596808,1440905825.652746,gstlal,AllSky,CBC,2.225369034246681e-05,./skymaps/G596808_skymap.fits
S250903ad,G596783,1440903480.224609,aframe,AllSky,CBC,1.3259274586213326e-05,./skymaps/G596783_skymap.fits
S250903p,G596753,1440897952.61377,pycbc,AllSky,CBC,6.500120822868605e-06,./skymaps/G596753_skymap.fits
S250903e,G596726,1440893415.933594,spiir,AllSky,CBC,1.199740654556081e-05,./skymaps/G596726_skymap.fits
S250903d,G596725,1440893402.505892,gstlal,AllSky,CBC,1.316984623756679e-05,./skymaps/G596725_skymap.fits
S250902dc,G596700,1440889971.735352,pycbc,AllSky,CBC,2.048420220720676e-05,./skymaps/G596700_skymap.fits
S250902cc,G596626,1440856149.652344,pycbc,AllSky,CBC,7.571068072131252e-06,./skymaps/G596626_skymap.fits
S250902cb,G596623,1440855974.110441,MBTA,AllSky,CBC,1.692041e-05,./skymaps/G596623_skymap.fits
S250902ay,G596552,1440841999.998779,gstlal,AllSky,CBC,2.080103182094274e-05,./skymaps/G596552_skymap.fits
S250902av,G596528,1440832196.831543,pycbc,AllSky,CBC,7.801031900278157e-06,./skymaps/G596528_skymap.fits
S250902ae,G596492,1440823581.173096,gstlal,AllSky,CBC,6.004192950414722e-06,./skymaps/G596492_skymap.fits
S250902h,G596434,1440809777.561768,gstlal,AllSky,CBC,1.97757447856677e-05,./skymaps/G596434_skymap.fits
S250901cu,G596370,1440799763.334214,gstlal,AllSky,CBC,5.555689769603065e-06,./skymaps/G596370_skymap.fits
S250901cr,G596361,1440798256.133789,spiir,AllSky,CBC,1.91642320714891e-05,./skymaps/G596361_skymap.fits
S250901cd,G596332,1440789077.800912,MBTA,AllSky,CBC,1.427441e-05,./skymaps/G596332_skymap.fits
S250901cb,G596325,1440788399.965332,gstlal,AllSky,CBC,3.192646130242868e-14,./skymaps/G596325_skymap.fits
S250901bw,G596304,1440787590.967779,MBTA,AllSky,CBC,1.66415e-05,./skymaps/G596304_skymap.fits
S250901bt,G596298,1440786254.842773,pycbc,AllSky,CBC,2.630330067399294e-06,./skymaps/G596298_skymap.fits
S250901an,G596228,1440744887.134399,gstlal,AllSky,CBC,8.783242752393567e-06,./skymaps/G596228_skymap.fits
S250901k,G596160,1440725544.60791,gstlal,AllSky,CBC,8.542343614471534e-06,./skymaps/G596160_skymap.fits
S250831cm,G596035,1440682568.69391,MBTA,AllSky,CBC,7.560332e-06,./skymaps/G596035_skymap.fits
S250831cc,G596009,1440678666.228027,pycbc,AllSky,CBC,3.81689273990384e-07,./skymaps/G596009_skymap.fits
S250830dw,G595842,1440630522.726213,MBTA,AllSky,CBC,7.847932e-06,./skymaps/G595842_skymap.fits
S250830dp,G595827,1440628824.730347,gstlal,AllSky,CBC,1.626311559717805e-05,./skymaps/G595827_skymap.fits
S250830co,G595748,1440594931.331455,MBTA,AllSky,CBC,4.021281e-06,./skymaps/G595748_skymap.fits
S250830bw,G595718,1440586927.958496,gstlal,AllSky,CBC,9.327811033725919e-06,./skymaps/G595718_skymap.fits
S250830bp,G595696,1440584676.851562,pycbc,AllSky,CBC,3.167545842243851e-10,./skymaps/G595696_skymap.fits
S250830ay,G595628,1440573762.660645,pycbc,AllSky,CBC,2.507746043304457e-06,./skymaps/G595628_skymap.fits
S250830at,G595614,1440571789.505929,MBTA,AllSky,CBC,8.391816e-06,./skymaps/G595614_skymap.fits
S250830ai,G595600,1440568953.951294,gstlal,AllSky,CBC,1.151198303610378e-06,./skymaps/G595600_skymap.fits
S250830m,G595542,1440559647.028215,MBTA,AllSky,CBC,1.189858e-08,./skymaps/G595542_skymap.fits
S250830f,G595517,1440552347.212891,pycbc,AllSky,CBC,7.689851041215397e-06,./skymaps/G595517_skymap.fits
S250830c,G595510,1440551329.678223,pycbc,AllSky,CBC,1.972937603300005e-05,./skymaps/G595510_skymap.fits
S250829gn,G595500,1440544847.492188,gstlal,AllSky,CBC,7.370559585127547e-06,./skymaps/G595500_skymap.fits
S250829ev,G595389,1440512818.203613,pycbc,AllSky,CBC,1.278548203763308e-05,./skymaps/G595389_skymap.fits
S250829eg,G595365,1440507478.584473,spiir,AllSky,CBC,1.02040291949379e-06,./skymaps/G595365_skymap.fits
S250829dm,G595322,1440500683.684082,pycbc,AllSky,CBC,2.917626475290811e-06,./skymaps/G595322_skymap.fits
S250829db,G595301,1440496091.069249,gstlal,AllSky,CBC,9.354603953144371e-06,./skymaps/G595301_skymap.fits
S250829da,G595298,1440494825.642255,gstlal,AllSky,CBC,4.659672298974652e-06,./skymaps/G595298_skymap.fits
S250829bo,G595215,1440485244.321167,gstlal,AllSky,CBC,1.963183741581139e-05,./skymaps/G595215_skymap.fits
S250829bj,G595206,1440484091.250977,gstlal,AllSky,CBC,1.655494922011637e-05,./skymaps/G595206_skymap.fits
S250829z,G595129,1440468992.547248,gstlal,AllSky,CBC,2.140930711156989e-05,./skymaps/G595129_skymap.fits
S250829w,G595115,1440467876.519221,MBTA,AllSky,CBC,5.451331e-06,./skymaps/G595115_skymap.fits
S250828ek,G595055,1440458798.110718,gstlal,AllSky,CBC,1.130839464099594e-05,./skymaps/G595055_skymap.fits
S250828ef,G595034,1440455582.421875,aframe,AllSky,CBC,2.242795210329921e-05,./skymaps/G595034_skymap.fits
S250828cl,G594895,1440405255.338379,pycbc,AllSky,CBC,1.062806656448079e-05,./skymaps/G594895_skymap.fits
S250828ch,G594883,1440404095.325738,gstlal,AllSky,CBC,4.85052854749752e-07,./skymaps/G594883_skymap.fits
S250828cg,G594878,1440403901.774438,gstlal,AllSky,CBC,1.642585839536475e-05,./skymaps/G594878_skymap.fits
S250828br,G594851,1440399209.721726,gstlal,AllSky,CBC,1.360919184319696e-05,./skymaps/G594851_skymap.fits
S250828bn,G594845,1440398670.405273,spiir,AllSky,CBC,3.066069666601834e-06,./skymaps/G594845_skymap.fits
S250828al,G594769,1440388701.510599,MBTA,AllSky,CBC,5.817041e-06,./skymaps/G594769_skymap.fits
S250828aj,G594761,1440387318.345703,pycbc,AllSky,CBC,7.585322028421351e-06,./skymaps/G594761_skymap.fits
S250828ac,G594747,1440384416.083008,pycbc,AllSky,CBC,2.063877844430826e-05,./skymaps/G594747_skymap.fits
S250828x,G594733,1440380981.433899,MBTA,AllSky,CBC,2.035134e-05,./skymaps/G594733_skymap.fits
S250828g,G594696,1440375788.54636,MBTA,AllSky,CBC,1.029634e-05,./skymaps/G594696_skymap.fits
S250828a,G594677,1440374419.266422,gstlal,AllSky,CBC,1.47848161883802e-05,./skymaps/G594677_skymap.fits
S250827fy,G594665,1440372893.331885,gstlal,AllSky,CBC,2.26819234402732e-05,./skymaps/G594665_skymap.fits
S250827fo,G594637,1440370198.310961,MBTA,AllSky,CBC,2.255182e-11,./skymaps/G594637_skymap.fits
S250827et,G594571,1440362620.295166,gstlal,AllSky,CBC,9.782891847931876e-06,./skymaps/G594571_skymap.fits
S250827dh,G594493,1440343308.180664,pycbc,AllSky,CBC,1.574270283595194e-05,./skymaps/G594493_skymap.fits
S250827cf,G594423,1440325179.554619,MBTA,AllSky,CBC,1.295578e-05,./skymaps/G594423_skymap.fits
S250827cc,G594411,1440323933.724119,MBTA,AllSky,CBC,1.669925e-05,./skymaps/G594411_skymap.fits
S250827bu,G594394,1440319666.259332,MBTA,AllSky,CBC,1.081016e-05,./skymaps/G594394_skymap.fits
S250827m,G594260,1440293610.471802,gstlal,AllSky,CBC,6.49167760139109e-06,./skymaps/G594260_skymap.fits
S250827l,G594247,1440293295.537598,pycbc,AllSky,CBC,3.167545842243851e-10,./skymaps/G594247_skymap.fits
S250826c,G593548,1440208274.637021,gstlal,AllSky,CBC,2.251932982274059e-05,./skymaps/G593548_skymap.fits
S250825bz,G593527,1440197216.518054,MBTA,AllSky,CBC,1.836951e-05,./skymaps/G593527_skymap.fits
S250825bf,G593473,1440184690.219817,MBTA,AllSky,CBC,1.266958e-05,./skymaps/G593473_skymap.fits
S250825p,G593365,1440121885.62207,gstlal,AllSky,CBC,1.869456795554596e-06,./skymaps/G593365_skymap.fits
S250824ez,G593320,1440113106.535206,MBTA,AllSky,CBC,2.309177e-05,./skymaps/G593320_skymap.fits
S250824er,G593304,1440112460.702066,MBTA,AllSky,CBC,6.27408e-06,./skymaps/G593304_skymap.fits
S250824dg,G593213,1440089036.272705,gstlal,AllSky,CBC,1.819209338062146e-05,./skymaps/G593213_skymap.fits
S250824db,G593200,1440087702.449146,MBTA,AllSky,CBC,1.171111e-05,./skymaps/G593200_skymap.fits
S250824cf,G593150,1440074828.289062,spiir,AllSky,CBC,1.794503623386845e-05,./skymaps/G593150_skymap.fits
S250824cb,G593140,1440071486.759387,gstlal,AllSky,CBC,8.075155670095155e-06,./skymaps/G593140_skymap.fits
S250824bg,G593091,1440058029.118652,pycbc,AllSky,CBC,1.649657874640597e-06,./skymaps/G593091_skymap.fits
S250823dw,G592936,1440026218.567381,MBTA,AllSky,CBC,2.241708e-05,./skymaps/G592936_skymap.fits
S250823bz,G592821,1439995866.796875,pycbc,AllSky,CBC,3.272074855037898e-06,./skymaps/G592821_skymap.fits
S250823ak,G592703,1439959779.825713,gstlal,AllSky,CBC,9.352547357914965e-06,./skymaps/G592703_skymap.fits
S250823ad,G592681,1439954918.394775,gstlal,AllSky,CBC,8.305531546328613e-06,./skymaps/G592681_skymap.fits
S250823p,G592645,1439946313.196289,pycbc,AllSky,CBC,4.838743028611707e-06,./skymaps/G592645_skymap.fits
S250823e,G592608,1439943458.263916,gstlal,AllSky,CBC,2.283000991388636e-05,./skymaps/G592608_skymap.fits
S250823a,G592597,1439942571.125488,pycbc,AllSky,CBC,1.943669479717672e-05,./skymaps/G592597_skymap.fits
S250822as,G592447,1439906902.527975,gstlal,AllSky,CBC,6.853254399372511e-07,./skymaps/G592447_skymap.fits
S250821ce,G592235,1439812072.945312,gstlal,AllSky,CBC,1.66664212503813e-05,./skymaps/G592235_skymap.fits
S250821br,G592208,1439809453.074463,gstlal,AllSky,CBC,9.315818197555782e-06,./skymaps/G592208_skymap.fits
S250821bm,G592187,1439807683.200927,MBTA,AllSky,CBC,1.867897e-05,./skymaps/G592187_skymap.fits
S250821ao,G592121,1439796636.552246,pycbc,AllSky,CBC,1.128913338175709e-05,./skymaps/G592121_skymap.fits
S250821ah,G592103,1439791735.270416,MBTA,AllSky,CBC,8.190855e-06,./skymaps/G592103_skymap.fits
S250821f,G592028,1439773521.625,pycbc,AllSky,CBC,4.801682742257454e-06,./skymaps/G592028_skymap.fits
S250820ds,G591951,1439751690.720215,pycbc,AllSky,CBC,2.094032880848988e-05,./skymaps/G591951_skymap.fits
S250820do,G591940,1439750241.523914,MBTA,AllSky,CBC,7.519303e-06,./skymaps/G591940_skymap.fits
S250820cx,G591907,1439743133.816162,gstlal,AllSky,CBC,1.308500680467458e-05,./skymaps/G591907_skymap.fits
S250820cw,G591903,1439742920.061523,pycbc,AllSky,CBC,1.257959155788723e-05,./skymaps/G591903_skymap.fits
S250820bm,G591821,1439724206.636526,gstlal,AllSky,CBC,2.074778379198495e-05,./skymaps/G591821_skymap.fits
S250820ae,G591743,1439705582.358398,pycbc,AllSky,CBC,1.619407811847169e-05,./skymaps/G591743_skymap.fits
S250820i,G591680,1439695242.122957,MBTA,AllSky,CBC,9.512592e-06,./skymaps/G591680_skymap.fits
S250818ed,G591486,1439596249.322021,gstlal,AllSky,CBC,1.983664219958843e-05,./skymaps/G591486_skymap.fits
S250818dx,G591467,1439583585.988647,gstlal,AllSky,CBC,1.318988603984595e-05,./skymaps/G591467_skymap.fits
S250818cm,G591349,1439544938.181831,gstlal,AllSky,CBC,1.56263785497612e-06,./skymaps/G591349_skymap.fits
S250818cl,G591345,1439544351.771016,MBTA,AllSky,CBC,2.291669e-05,./skymaps/G591345_skymap.fits
S250818ca,G591318,1439540765.214233,gstlal,AllSky,CBC,1.820292505191451e-05,./skymaps/G591318_skymap.fits
S250818bx,G591310,1439539188.936035,gstlal,AllSky,CBC,1.471773472896921e-05,./skymaps/G591310_skymap.fits
S250818bw,G591306,1439539188.451754,gstlal,AllSky,CBC,1.471773472896921e-05,./skymaps/G591306_skymap.fits
S250818bd,G591255,1439531422.047363,pycbc,AllSky,CBC,7.491879426075155e-06,./skymaps/G591255_skymap.fits
S250818at,G591226,1439525303.98877,spiir,AllSky,CBC,7.221107352961553e-06,./skymaps/G591226_skymap.fits
S250818t,G591162,1439518156.392274,MBTA,AllSky,CBC,1.716028e-11,./skymaps/G591162_skymap.fits
S250818o,G591146,1439516788.751953,pycbc,AllSky,CBC,2.220417959954517e-05,./skymaps/G591146_skymap.fits
S250818k,G591130,1439515224.029785,pycbc,AllSky,CBC,6.81022356082428e-08,./skymaps/G591130_skymap.fits
S250818h,G591122,1439514150.598755,gstlal,AllSky,CBC,5.192076904858665e-06,./skymaps/G591122_skymap.fits
S250817fb,G591100,1439509615.020447,gstlal,AllSky,CBC,7.472703142988298e-07,./skymaps/G591100_skymap.fits
S250817dm,G591002,1439490617.800957,MBTA,AllSky,CBC,1.409966e-05,./skymaps/G591002_skymap.fits
S250817cn,G590933,1439476783.89581,MBTA,AllSky,CBC,1.845067e-05,./skymaps/G590933_skymap.fits
S250817by,G590895,1439468322.706403,gstlal,AllSky,CBC,6.002218208616378e-06,./skymaps/G590895_skymap.fits
S250817f,G590722,1439425674.860499,MBTA,AllSky,CBC,1.046343e-05,./skymaps/G590722_skymap.fits
S250817e,G590724,1439425571.419067,gstlal,AllSky,CBC,2.142891145299539e-06,./skymaps/G590724_skymap.fits
S250816at,G590564,1439386872.116974,MBTA,AllSky,CBC,1.728096e-05,./skymaps/G590564_skymap.fits
S250816w,G590494,1439350601.29477,MBTA,AllSky,CBC,2.279568e-05,./skymaps/G590494_skymap.fits
S250816v,G590490,1439349674.74646,gstlal,AllSky,CBC,7.353895515013082e-06,./skymaps/G590490_skymap.fits
S250815da,G590398,1439331359.422223,MBTA,AllSky,CBC,1.029805e-05,./skymaps/G590398_skymap.fits
S250815cl,G590357,1439325052.871582,pycbc,AllSky,CBC,6.195719667428971e-06,./skymaps/G590357_skymap.fits
S250815cf,G590338,1439321850.101318,gstlal,AllSky,CBC,2.201109233459565e-05,./skymaps/G590338_skymap.fits
S250815cc,G590327,1439320737.988784,MBTA,AllSky,CBC,1.68088e-05,./skymaps/G590327_skymap.fits
S250815be,G590276,1439308319.68865,gstlal,AllSky,CBC,2.217387004467834e-06,./skymaps/G590276_skymap.fits
S250815v,G590160,1439266646.288354,MBTA,AllSky,CBC,1.620978e-05,./skymaps/G590160_skymap.fits
S250814ee,G590069,1439246311.08606,gstlal,AllSky,CBC,2.283938788474049e-05,./skymaps/G590069_skymap.fits
S250814cb,G589917,1439199929.63808,gstlal,AllSky,CBC,1.688779175895674e-05,./skymaps/G589917_skymap.fits
S250814bs,G589898,1439194973.166635,MBTA,AllSky,CBC,1.196653e-05,./skymaps/G589898_skymap.fits
S250814bg,G589877,1439192123.587158,gstlal,AllSky,CBC,0.0001197024141782156,./skymaps/G589877_skymap.fits
S250814at,G589841,1439185129.808011,MBTA,AllSky,CBC,2.06073e-05,./skymaps/G589841_skymap.fits
S250813cq,G589701,1439159491.002319,gstlal,AllSky,CBC,7.389470857125778e-06,./skymaps/G589701_skymap.fits
S250813cp,G589702,1439159461.021484,pycbc,AllSky,CBC,1.611742350908939e-05,./skymaps/G589702_skymap.fits
S250813ck,G589694,1439158264.072388,gstlal,AllSky,CBC,1.175678604297796e-05,./skymaps/G589694_skymap.fits
S250813bv,G589661,1439151817.195516,gstlal,AllSky,CBC,6.08811377041842e-06,./skymaps/G589661_skymap.fits
S250813ak,G589542,1439102284.19393,gstlal,AllSky,CBC,8.618296779727453e-07,./skymaps/G589542_skymap.fits
S250813ab,G589512,1439095592.088587,MBTA,AllSky,CBC,8.779706e-06,./skymaps/G589512_skymap.fits
S250813v,G589496,1439095189.0888,gstlal,AllSky,CBC,8.913944680119794e-06,./skymaps/G589496_skymap.fits
S250813k,G589464,1439086338.444336,spiir,AllSky,CBC,1.260539034264596e-10,./skymaps/G589464_skymap.fits
S250812bl,G589410,1439064073.041489,MBTA,AllSky,CBC,1.798742e-05,./skymaps/G589410_skymap.fits
S250812ae,G589309,1439007650.156494,gstlal,AllSky,CBC,2.06809532285298e-05,./skymaps/G589309_skymap.fits
S250811an,G589219,1438990758.814575,gstlal,AllSky,CBC,2.050311879177218e-05,./skymaps/G589219_skymap.fits
S250810ck,G588981,1438871055.335815,gstlal,AllSky,CBC,5.37903494434587e-20,./skymaps/G588981_skymap.fits
