z,theta_v,Ep_obs,Fp,T90,snr_network,detected,skyloc_deg2
1.7051485308429153,4.240474720048283,102.82860903859992,12.300127285344216,0.1733658044347575,5.698194743038081,False,429.4221606907227
2.771388359008497,2.510711056724072,443.6539143788812,2.5226080383363083,0.3805899395762987,9.704266398989072,True,6794.793375827066
1.3178784543547843,3.876423387915423,367.8076701295926,1.09828037194183,0.7293780752828414,12.506364443437182,True,1403.8610958257934
4.697218213273905,2.68066856701378,470.5793966673919,0.6925137270682721,1.494197094259075,4.42659477696011,False,9236.03999619669
2.110448587359661,5.034925314373566,78.6959184836552,3.045864894627312,0.1190493137681679,8.462354288215755,True,2981.5968420307454
1.525709487309233,3.483722122614909,359.8510498294769,0.9439208231888696,0.8109882760249574,6.456286518184026,False,1185.5601617860104
1.5024724382570491,1.5257168695243064,2771.671977915575,5.144705460512276,1.2371892840920875,9.108409878244052,True,1675.383049843122
0.5797350708537055,3.726861899847376,149.2742846394703,2.5427235763224374,1.3706484076892245,16.65643328220641,True,460.05929545020854
4.117862758030174,3.648257995879244,203.393362572346,1.42281609762238,0.3687943799184779,4.403790188119741,False,20442.83659057698
6.302040715642783,2.528005024504945,275.0490158703657,4.242989094591454,0.1842067393464339,2.480496367903432,False,2042.1572220924731
1.4648385616406223,2.587284961644154,222.3394186988909,3.308723591282561,0.6181331303873551,8.02950671734163,True,3301.779018267068
1.4974988673829364,2.4461801229965885,1020.129463756762,0.9304983903367796,1.9178351396067248,10.960580596534633,True,10049.10231757851
2.252256864804066,1.383153926068827,371.2531584668086,11.161466683836766,1.1861985281019292,9.387164070554466,True,6728.850598838453
1.898738717961877,2.513560041706367,353.3666896282221,5.943869895267081,0.94513845683295,9.139050281306838,True,3733.722997786383
1.926746759242281,3.343034909906937,185.5301440596849,2.447479106504715,0.703217310765493,5.718657187354421,False,2212.254572254425
1.866868554988065,1.7454604653160632,910.1674772646976,0.6550985902767087,1.9776253597423177,7.581506782725723,False,3190.135844594714
3.262532926878324,2.513560041706367,132.83686444642086,3.5553294987412163,0.1366017805598215,4.801712793916975,False,25917.2478207523
1.688841465272791,3.530417203361524,200.8172839750224,1.179937967740886,1.0172976757168355,6.2637271248570885,False,2629.839424854548
2.035097576975194,2.6506795130703704,413.8741879682775,0.6757205940133882,1.319423431989767,5.886762246253573,False,2040.9783737141615
2.961214870978672,1.857400494253978,448.4250716782301,12.803940676307592,0.0941818162812373,4.707313185155038,False,6834.173155595166
1.667621199574377,3.318049468374064,828.5934920590236,3.0238782954262984,0.3256378785198769,12.430650227293507,True,10866.301915870725
0.9126499229696516,4.511402358339206,616.0926000092925,1.3789829516085557,1.0069035994525557,13.078321460480863,True,991.5151684720341
1.717992701458674,2.6191855934300565,424.5407642350317,4.164757671269164,0.7596968132126715,5.905136446709221,False,3599.6271988928224
1.2796900336384436,3.2442119291785785,225.4390852246786,1.325353159026933,1.1183457520669666,9.906979784753295,True,3344.428374738501
2.570042554145564,2.110506538614413,1224.4607525220251,1.5076729179668338,1.4470303377159828,4.361899528520382,False,4367.167007084429
1.995992484758728,3.876423387915423,132.88720120032596,4.072240917885252,0.1247326791598449,11.314806381986186,True,14431.642504889434
0.956903283827406,2.4708080135042443,953.87849766828,7.657404231608851,0.8679785420331394,14.185771597914934,True,1017.5686473740411
2.114386191594829,2.513560041706367,436.5800004502961,3.1244786315264625,0.7413412670338156,7.88279064283468,False,3534.7841554686606
2.402322500756183,2.722844684830085,234.74647518888304,2.9792646438180177,0.240221290603799,8.574673603788105,True,10616.299142544636
1.11278038921898,1.2861401909027317,913.0479982349736,0.6636369131117761,1.7977602320576511,18.193905019240027,True,2398.6261145785556
1.435991436660582,3.970758045604565,258.09257001720624,1.314605663990482,0.3629214910213129,6.760912009705735,False,858.7575294349167
1.3611946689196683,2.755850039136837,2331.783214925709,2.601508952332228,0.5229292640904223,6.255642133390782,False,433.72219708616035
2.328777847172688,5.4596440474564405,318.8440059093475,2.4367454625358054,0.4653296962378195,10.532488287043606,True,10941.090441954975
1.1765315788540454,0.9058054886517384,1573.054013136415,2.050650618128734,0.2488236410521841,9.474551917276003,True,1155.1360846487717
1.2561203427923608,2.2924576991472327,1616.9665517683038,2.646368921440674,0.6038578146961521,10.346041843104015,True,4633.96619236095
1.4955069561963152,3.837947455586922,1013.1440141262296,5.398822313903193,0.0995949696575942,14.26008737701383,True,6758.054854397772
1.193264287203748,2.110506538614413,633.6512471262827,3.5006752506366983,0.5069649773744422,7.964577778706387,False,906.8495692764706
0.406999498830241,2.6296743561068863,1175.4431933298033,93.59340539409422,0.1752618502650522,44.61111917314166,True,179.37684495735823
0.9989230869277153,3.7833873690755975,1542.0875132020972,2.056285896687644,0.5536538142705832,23.09627269829366,True,927.8148302386724
1.2731320462805256,3.1326213175205244,880.7543826861012,1.1460622264986755,1.336374483399981,6.688105013700373,False,538.1895262136204
2.7292773092812728,3.060675733264951,135.61694741914002,11.35208445322073,0.2593297977266537,8.536073377161248,True,13194.669443408713
1.6222873969114304,3.287517088029101,770.3542643349689,6.121703038332968,0.1011488003278621,14.439876230466842,True,4005.003551082192
1.6867977955082545,5.227954339339577,171.96251743205195,1.807688725305284,0.9034213953719896,9.271684126253078,True,3229.296576841067
0.6695937024874354,5.194357993468152,515.7223008896134,1.0739856391596063,1.687904784992967,12.84945134904199,True,457.4711207181562
0.4843323370148562,5.034392691083927,510.0358207621359,9.349819499491115,0.1658297201445112,44.393545165623784,True,400.79970826469764
1.0850844087343012,2.376597773571701,322.9685525583501,84.80241084184884,0.070727318387333,8.215188283636593,True,185.35829618430571
1.6760914088757146,3.218744261265729,841.3109645636455,1.7528255974385478,0.5466284850128919,12.503773748852106,True,7018.5791669361515
1.7113329153532453,4.068513194951604,344.6644801842969,0.8892266230406591,1.4958233290856846,8.942784583882839,True,3907.5025448711085
3.270790237349771,1.41149491352741,714.0944264854793,3.705581197244317,0.1078770210522832,3.9780509375650794,False,888.2503125517917
1.3205624034837906,1.41149491352741,4039.49839660382,4.466092334903111,0.3014471115780571,9.601950120873422,True,1368.044847075861
1.4178922434356434,3.260549626948753,797.9343055871027,1.2427481823480284,1.4287489516646985,7.872500968704444,False,1697.1204706701647
1.201099969806358,3.39991777562322,145.16605115444875,1.4919318573069535,1.241062865047501,10.1634889644922,True,833.5369838710604
1.8793027990072293,2.3936225929050843,423.2613241545188,1.9614222649384816,1.0479220043369937,9.268337006637342,True,5934.981798845833
0.923966182032684,3.7825131766240654,191.52962753547044,11.653257740564976,0.2686459388812054,13.247660697846527,True,636.2031012679986
2.1568309889537423,2.4461801229965885,158.6126436156223,8.42578472275266,0.3155313458256104,6.8502782414750225,False,2250.5626767415574
1.1920946432715969,2.8063919198999643,1675.2725097346731,2.486002949631323,0.8931476969994719,9.731499750121786,True,1103.2891332627016
2.2152720532313865,2.4461801229965885,752.4502594443611,2.1887139846371224,0.4718446888726136,5.278934633842256,False,3052.9928921595742
3.4401172360112278,2.206526490635459,344.5560868106652,0.9238137418016398,0.7848858094579982,4.836860161594061,False,10019.65100528784
1.7436357253477914,3.637096026030602,844.2911870538517,2.4817066751047685,0.3421022651432983,13.568193138512603,True,2750.884858670657
1.9075483221519032,4.300910843604171,813.8957717969572,1.010281217190017,1.5624951246840644,5.377480795410406,False,1472.5858325490917
0.852855463479921,3.876423387915423,224.37273422163375,10.401284401598875,0.3691449181820552,10.236025422312299,True,336.4485222153014
3.262522392036643,2.12114057318266,168.69367132472638,1.6423027203246985,0.5287435736175148,3.8495447805485097,False,1038.1752999270682
0.3247092989046742,4.068513194951604,839.1180072430531,7.068732852430677,1.542579281612495,26.01276615099543,True,50.408723801482516
1.3745383961967046,3.81705674581039,342.9331314274735,2.1621774982001205,1.128614699387263,6.883950219294252,False,1011.4111675621431
2.602736710260901,0.984758742298561,414.2395462812867,2.050666047191096,0.2095936767441299,5.403231743589379,False,4737.2750709276625
1.3073776252392042,1.4052048289772725,747.8715397108609,3.1315673044062886,0.2776109827442782,9.044828225841242,True,1215.5229199572564
3.7670910073697694,1.4052048289772725,1419.4065720879642,11.248662484863772,0.1658862322888756,3.4538534312775018,False,1195.5487234596374
0.72512292057317,4.915525718438324,172.36852530647013,3.3740605640840164,0.1836680628424692,25.9816960404881,True,478.0960614229789
1.966050187839861,3.726861899847376,242.1881995449645,0.9466751413981448,0.921484013499108,8.306034011490553,True,10394.463544274404
0.6327370685996461,4.514410105358583,362.6824426030864,1.7584838168011552,1.4694849667350645,32.24805154496994,True,797.356061975889
1.3696042778083504,1.439575360373381,1116.611635905686,1.533522892806407,0.750774458084039,12.207319561446514,True,3353.5692692341136
1.4589262958770068,2.688252424540832,1858.616294071272,2.959666065761038,1.740154908566445,6.150146850076705,False,671.2504656989513
0.7595411738835747,3.020076067214496,1976.898375284399,3.6848942802523337,0.7241051436502823,25.114192903495407,True,989.1531044722656
0.5268497657336919,0.9039733502838871,6890.602756287167,4.498453332541327,0.906484660362281,37.632448204907334,True,508.0327270015528
1.4866165692509554,4.076631101825898,120.9849204302386,2.46211376010435,0.6884432535257238,8.366198966276631,True,1159.4748830419912
2.6137860014272567,1.9818623197169976,839.6474514103816,1.9249388822398112,1.1524260218281734,8.847778650635215,True,4730.550414059981
1.7526540623399691,4.136333908721348,532.6790453154973,1.1884694251945631,0.936293116661596,6.949105427565948,False,1840.387054669225
1.760396515191753,3.5412826130590824,594.7484517211141,0.8829319694293883,1.207604105041015,7.729070016901545,False,1320.110741347792
1.864337701063608,3.726861899847376,542.5600116507977,1.1394325059120147,1.032263016145014,7.048713055630173,False,2326.8100288329983
1.404624582316118,3.260549626948753,1385.1449233314845,0.9973444636770584,1.752086428716769,11.562111303409123,True,1377.8766368084732
0.5087367581552757,5.96282273092842,158.09233066694426,13.9039470512003,0.1312819935579293,32.517244160508604,True,306.9484569825931
1.4172627134709206,2.104024297687075,1198.358471870867,3.27921905435939,0.6053764751332911,8.281072972238642,True,2081.62746326399
1.721909259034332,4.174143839016769,680.9556421091511,3.7422254093018728,0.4758526428522165,6.394602057059113,False,864.8039954901345
0.7913785841340688,1.3625921361561897,676.1131039220163,21.59950474298729,0.5430100941710619,27.171008528499897,True,478.42503885118225
1.502687731241206,0.9825491816758876,529.3443521170551,10.522925375267118,0.2345274563468769,12.741348129870302,True,1603.680417742753
1.2692702259859143,3.0640092976143647,1385.9180428172815,13.326846195384546,0.5580426863581278,7.070763266537287,False,2004.4647692265366
