dur,imx,imy,ndets,solid_angle,timeID,time,A,Epeak,gamma,nllh,bkg_nllh,TS
1.024,0.98,0.32,8972,9132.761152463234,25601024,785996580.93434,0.0014486898001490505,1000.0,-0.1,72.58842706569968,91.45961355961035,6.143482154920069
1.024,0.98,0.32,8972,9132.761152463234,74241024,785996585.7983401,0.0015410503577332874,1000.0,-0.04967592131895532,74.45826348032156,94.39274234840494,6.31418702100015
1.024,0.98,0.32,8972,9132.761152463234,76801024,785996586.05434,0.0016923243630319609,816.0534567088353,-0.1,72.98634900234524,91.77550202599039,6.130114684676814
1.024,0.98,0.32,8972,9132.761152463234,79361024,785996586.31034,0.001381060433283271,1000.0,-0.1,73.10033895921921,90.20753993582161,5.84930781829823
1.024,0.98,0.32,8972,9132.761152463234,89601024,785996587.3343401,0.002081746372917729,623.5946953238948,-0.1,75.1106167037529,93.8351313225827,6.1195611964960035
1.024,0.98,0.32,8972,9132.761152463234,92161024,785996587.59034,0.001815688371902041,756.3182333432258,-0.1,77.1917065531886,96.58096069735015,6.22723921881303
1.024,0.98,0.32,8972,9132.761152463234,81921024,785996586.5663401,0.0016692412162567863,860.0931243503525,-0.1,74.57583151340779,94.65978335566214,6.337815371601534
2.048,0.98,0.32,8972,9132.761152463234,-81922048,785996570.18234,0.0007676758107998105,1000.0,-0.1,83.79757907664361,94.2840838823837,4.579629855291818
2.048,0.98,0.32,8972,9132.761152463234,-56322048,785996572.7423401,0.0006647198371297202,1000.0,-0.1,79.2518212102124,87.19380460994293,3.985469457850739
2.048,0.98,0.32,8972,9132.761152463234,-51202048,785996573.25434,1e-10,48.706717395061546,-0.1,82.47160460041968,82.47160396366361,0.0
2.048,0.98,0.32,8972,9132.761152463234,2048,785996578.37434,0.003481143441591274,646.998765132605,-0.1,89.39286218020034,200.29524992877577,14.893111679469502
2.048,0.98,0.32,8972,9132.761152463234,-5122048,785996577.8623401,0.0037382074477043765,553.2874722741813,-0.1,90.2524270349231,189.54133895842472,14.091764397938366
2.048,0.98,0.32,8972,9132.761152463234,-10242048,785996577.35034,0.0038149924835216946,451.03577012485357,-0.1,85.6070397286048,158.5298199741477,12.076653530307384
